F10,F11,F13,F14,F1,F2,F3,F4,F9,IATA,ICAO,Latitude,Longtitude,Number of Records,timezone
0,E,airport,OurAirports,514,Blackpool International Airport,Blackpool,United Kingdom,34,BLK,EGNH,53.771701813,-3.028609991,1,Europe/London
0,E,airport,OurAirports,515,Humberside Airport,Humberside,United Kingdom,121,HUY,EGNJ,53.574401855,-0.350832999,1,Europe/London
0,E,airport,OurAirports,516,Barrow Walney Island Airport,Barrow Island,United Kingdom,173,BWF,EGNL,54.1286111,-3.2675,1,Europe/London
0,E,airport,OurAirports,517,Leeds Bradford Airport,Leeds,United Kingdom,681,LBA,EGNM,53.865898132,-1.660570025,1,Europe/London
0,E,airport,OurAirports,518,Warton Airport,Warton,United Kingdom,55,\N,EGNO,53.745098114,-2.883059978,1,Europe/London
0,E,airport,OurAirports,519,Hawarden Airport,Hawarden,United Kingdom,45,CEG,EGNR,53.178100586,-2.977780104,1,Europe/London
0,E,airport,OurAirports,520,Isle of Man Airport,Isle Of Man,Isle of Man,52,IOM,EGNS,54.083301544,-4.623889923,1,Europe/Isle_of_Man
0,E,airport,OurAirports,521,Newcastle Airport,Newcastle,United Kingdom,266,NCL,EGNT,55.037498474,-1.691669941,1,Europe/London
0,E,airport,OurAirports,522,Durham Tees Valley Airport,Teesside,United Kingdom,120,MME,EGNV,54.50920105,-1.429409981,1,Europe/London
0,E,airport,OurAirports,523,East Midlands Airport,East Midlands,United Kingdom,306,EMA,EGNX,52.831100464,-1.328060031,1,Europe/London
0,E,airport,OurAirports,524,Llanbedr Airport,Llanbedr,United Kingdom,30,\N,EGOD,52.811698914,-4.123579979,1,Europe/London
0,E,airport,OurAirports,525,RAF Ternhill,Ternhill,United Kingdom,272,\N,EGOE,52.871200562,-2.533560038,1,Europe/London
0,E,airport,OurAirports,526,RAF Shawbury,Shawbury,United Kingdom,249,\N,EGOS,52.7981987,-2.668040037,1,Europe/London
0,E,airport,OurAirports,528,RAF Woodvale,Woodvale,United Kingdom,37,\N,EGOW,53.581600189,-3.055520058,1,Europe/London
0,E,airport,OurAirports,529,Kirkwall Airport,Kirkwall,United Kingdom,50,KOI,EGPA,58.957801819,-2.904999971,1,Europe/London
0,E,airport,OurAirports,530,Sumburgh Airport,Sumburgh,United Kingdom,20,LSI,EGPB,59.878898621,-1.295560002,1,Europe/London
0,E,airport,OurAirports,531,Wick Airport,Wick,United Kingdom,126,WIC,EGPC,58.458900452,-3.093060017,1,Europe/London
0,E,airport,OurAirports,532,Aberdeen Dyce Airport,Aberdeen,United Kingdom,215,ABZ,EGPD,57.201900482,-2.197779894,1,Europe/London
0,E,airport,OurAirports,533,Inverness Airport,Inverness,United Kingdom,31,INV,EGPE,57.542499542,-4.047500134,1,Europe/London
0,E,airport,OurAirports,534,Glasgow International Airport,Glasgow,United Kingdom,26,GLA,EGPF,55.871898651,-4.433060169,1,Europe/London
0,E,airport,OurAirports,535,Edinburgh Airport,Edinburgh,United Kingdom,135,EDI,EGPH,55.950000763,-3.372499943,1,Europe/London
0,E,airport,OurAirports,536,Islay Airport,Islay,United Kingdom,56,ILY,EGPI,55.681900024,-6.256669998,1,Europe/London
0,E,airport,OurAirports,537,Glasgow Prestwick Airport,Prestwick,United Kingdom,65,PIK,EGPK,55.509399414,-4.586669922,1,Europe/London
0,E,airport,OurAirports,538,Benbecula Airport,Benbecula,United Kingdom,19,BEB,EGPL,57.481098175,-7.362780094,1,Europe/London
0,E,airport,OurAirports,539,Scatsta Airport,Scatsta,United Kingdom,81,SCS,EGPM,60.432800293,-1.296110034,1,Europe/London
0,E,airport,OurAirports,540,Dundee Airport,Dundee,United Kingdom,17,DND,EGPN,56.45249939,-3.02583003,1,Europe/London
0,E,airport,OurAirports,541,Stornoway Airport,Stornoway,United Kingdom,26,SYY,EGPO,58.21559906,-6.331110001,1,Europe/London
0,E,airport,OurAirports,542,Tiree Airport,Tiree,United Kingdom,38,TRE,EGPU,56.499198914,-6.869170189,1,Europe/London
0,E,airport,OurAirports,543,RAF Leuchars,Leuchars,United Kingdom,38,ADX,EGQL,56.372898102,-2.868439913,1,Europe/London
0,E,airport,OurAirports,544,RAF Lossiemouth,Lossiemouth,United Kingdom,42,LMO,EGQS,57.705200195,-3.339169979,1,Europe/London
0,E,airport,OurAirports,545,Cambridge Airport,Cambridge,United Kingdom,47,CBG,EGSC,52.205001831,0.174999997,1,Europe/London
0,E,airport,OurAirports,546,Peterborough Business Airport,Peterborough,United Kingdom,26,\N,EGSF,52.468101501,-0.251111001,1,Europe/London
0,E,airport,OurAirports,547,Norwich International Airport,Norwich,United Kingdom,117,NWI,EGSH,52.675800323,1.282780051,1,Europe/London
0,E,airport,OurAirports,548,London Stansted Airport,London,United Kingdom,348,STN,EGSS,51.884998321,0.234999999,1,Europe/London
0,E,airport,OurAirports,549,North Weald Airport,North Weald,United Kingdom,321,\N,EGSX,51.721698761,0.154166996,1,Europe/London
0,E,airport,OurAirports,550,Sheffield City Heliport,Fowlmere,United Kingdom,231,\N,EGSY,53.394299,-1.38849,1,Europe/London
0,E,airport,OurAirports,551,Cranfield Airport,Cranfield,United Kingdom,358,\N,EGTC,52.072200775,-0.616666973,1,Europe/London
0,E,airport,OurAirports,552,Exeter International Airport,Exeter,United Kingdom,102,EXT,EGTE,50.734401703,-3.413889885,1,Europe/London
0,E,airport,OurAirports,553,Bristol Filton Airport,Bristol,United Kingdom,226,FZO,EGTG,51.51940155,-2.590830088,1,Europe/London
0,E,airport,OurAirports,554,Oxford (Kidlington) Airport,Oxford,United Kingdom,270,OXF,EGTK,51.836898804,-1.320000052,1,Europe/London
0,E,airport,OurAirports,555,RAF Benson,Benson,United Kingdom,226,\N,EGUB,51.616401672,-1.095829964,1,Europe/London
0,E,airport,OurAirports,556,RAF Lakenheath,Lakenheath,United Kingdom,32,\N,EGUL,52.409301758,0.56099999,1,Europe/London
0,E,airport,OurAirports,557,RAF Mildenhall,Mildenhall,United Kingdom,33,MHZ,EGUN,52.36190033,0.486405998,1,Europe/London
0,E,airport,OurAirports,558,RAF Wattisham,Wattisham,United Kingdom,284,\N,EGUW,52.127300263,0.956264019,1,Europe/London
0,E,airport,OurAirports,559,RAF Wyton,Wyton,United Kingdom,135,\N,EGUY,52.357200623,-0.107832998,1,Europe/London
0,E,airport,OurAirports,560,RAF Fairford,Fairford,United Kingdom,286,FFD,EGVA,51.682201386,-1.790030003,1,Europe/London
0,E,airport,OurAirports,561,RAF Brize Norton,Brize Norton,United Kingdom,288,BZZ,EGVN,51.75,-1.58362,1,Europe/London
0,E,airport,OurAirports,562,RAF Odiham,Odiham,United Kingdom,405,ODH,EGVO,51.234100342,-0.942825019,1,Europe/London
0,E,airport,OurAirports,563,DCAE Cosford Air Base,Cosford,United Kingdom,272,\N,EGWC,52.639999,-2.30558,1,Europe/London
0,E,airport,OurAirports,564,RAF Northolt,Northolt,United Kingdom,124,NHT,EGWU,51.553001404,-0.418166995,1,Europe/London
0,E,airport,OurAirports,565,RAF Coningsby,Coningsby,United Kingdom,25,QCY,EGXC,53.092998505,-0.166014001,1,Europe/London
0,E,airport,OurAirports,566,RAF Dishforth,Dishforth,United Kingdom,117,\N,EGXD,54.137199402,-1.420250058,1,Europe/London
0,E,airport,OurAirports,567,Leeming Airport,Leeming,United Kingdom,132,\N,EGXE,54.2924,-1.5354,1,Europe/London
0,E,airport,OurAirports,568,Leeds East Airport,Church Fenton,United Kingdom,29,\N,EGXG,53.834301,-1.1955,1,Europe/London
0,E,airport,OurAirports,569,RAF Honington,Honington,United Kingdom,174,BEQ,EGXH,52.342601776,0.772939026,1,Europe/London
0,E,airport,OurAirports,570,RAF Cottesmore,Cottesmore,United Kingdom,461,\N,EGXJ,52.735699,-0.648769,1,Europe/London
0,E,airport,OurAirports,571,RAF Scampton,Scampton,United Kingdom,202,\N,EGXP,53.307800293,-0.550832987,1,Europe/London
0,E,airport,OurAirports,572,RAF Wittering,Wittering,United Kingdom,273,\N,EGXT,52.612598419,-0.476453006,1,Europe/London
0,E,airport,OurAirports,573,RAF Linton-On-Ouse,Linton-on-ouse,United Kingdom,53,HRT,EGXU,54.048900604,-1.252750039,1,Europe/London
0,E,airport,OurAirports,574,RAF Waddington,Waddington,United Kingdom,231,WTN,EGXW,53.166198731,-0.523810983,1,Europe/London
0,E,airport,OurAirports,575,RAF Topcliffe,Topcliffe,United Kingdom,92,\N,EGXZ,54.205501556,-1.382089973,1,Europe/London
0,E,airport,OurAirports,576,RAF Cranwell,Cranwell,United Kingdom,218,\N,EGYD,53.03030014,-0.483242005,1,Europe/London
0,E,airport,OurAirports,577,RAF Barkston Heath,Barkston Heath,United Kingdom,367,\N,EGYE,52.962200165,-0.561625004,1,Europe/London
0,E,airport,OurAirports,578,RAF Marham,Marham,United Kingdom,75,KNF,EGYM,52.648395,0.550692,1,Europe/London
-3,U,airport,OurAirports,579,Mount Pleasant Airport,Mount Pleasant,Falkland Islands,244,MPN,EGYP,-51.822799683,-58.447200775,1,Atlantic/Stanley
1,E,airport,OurAirports,580,Amsterdam Airport Schiphol,Amsterdam,Netherlands,-11,AMS,EHAM,52.308601379,4.76388979,1,Europe/Amsterdam
1,E,airport,OurAirports,581,Budel Airport,Weert,Netherlands,114,\N,EHBD,51.255298614,5.601389885,1,Europe/Amsterdam
1,E,airport,OurAirports,582,Maastricht Aachen Airport,Maastricht,Netherlands,375,MST,EHBK,50.911701202,5.770140171,1,Europe/Amsterdam
1,E,airport,OurAirports,583,Deelen Air Base,Deelen,Netherlands,158,\N,EHDL,52.0606,5.87306,1,Europe/Amsterdam
1,E,airport,OurAirports,584,Drachten Airport,Drachten,Netherlands,14,\N,EHDR,53.11920166,6.129720211,1,Europe/Amsterdam
1,E,airport,OurAirports,585,Eindhoven Airport,Eindhoven,Netherlands,74,EIN,EHEH,51.450099945,5.374529839,1,Europe/Amsterdam
1,E,airport,OurAirports,586,Eelde Airport,Groningen,Netherlands,17,GRQ,EHGG,53.119701386,6.579440117,1,Europe/Amsterdam
1,E,airport,OurAirports,587,Gilze Rijen Air Base,Gilze-rijen,Netherlands,49,\N,EHGR,51.567401886,4.931829929,1,Europe/Amsterdam
1,E,airport,OurAirports,588,De Kooy Airport,De Kooy,Netherlands,3,DHR,EHKD,52.923400879,4.780620098,1,Europe/Amsterdam
1,E,airport,OurAirports,589,Lelystad Airport,Lelystad,Netherlands,-13,LEY,EHLE,52.460300446,5.527219772,1,Europe/Amsterdam
1,E,airport,OurAirports,590,Leeuwarden Air Base,Leeuwarden,Netherlands,3,LWR,EHLW,53.228599548,5.760560036,1,Europe/Amsterdam
1,E,airport,OurAirports,591,Rotterdam The Hague Airport,Rotterdam,Netherlands,-15,RTM,EHRD,51.956902,4.43722,1,Europe/Amsterdam
1,E,airport,OurAirports,592,Soesterberg Air Base,Soesterberg,Netherlands,66,UTC,EHSB,52.127300263,5.276189804,1,Europe/Amsterdam
1,E,airport,OurAirports,593,Twente Airfield,Enschede,Netherlands,114,ENS,EHTW,52.2758333,6.8891667,1,Europe/Amsterdam
1,E,airport,OurAirports,594,Valkenburg Naval Air Base,Valkenburg,Netherlands,1,LID,EHVB,52.166099548,4.41794014,1,Europe/Amsterdam
1,E,airport,OurAirports,595,Woensdrecht Air Base,Woensdrecht,Netherlands,63,WOE,EHWO,51.4491,4.34203,1,Europe/Amsterdam
0,E,airport,OurAirports,596,Cork Airport,Cork,Ireland,502,ORK,EICK,51.841300964,-8.491109848,1,Europe/Dublin
0,E,airport,OurAirports,597,Galway Airport,Galway,Ireland,81,GWY,EICM,53.300201416,-8.941590309,1,Europe/Dublin
0,E,airport,OurAirports,599,Dublin Airport,Dublin,Ireland,242,DUB,EIDW,53.421298981,-6.270070076,1,Europe/Dublin
0,E,airport,OurAirports,600,Ireland West Knock Airport,Connaught,Ireland,665,NOC,EIKN,53.910301208,-8.818490028,1,Europe/Dublin
0,E,airport,OurAirports,601,Kerry Airport,Kerry,Ireland,112,KIR,EIKY,52.180900574,-9.523779869,1,Europe/Dublin
0,E,airport,OurAirports,602,Casement Air Base,Casement,Ireland,319,\N,EIME,53.301700592,-6.451330185,1,Europe/Dublin
0,E,airport,OurAirports,603,Shannon Airport,Shannon,Ireland,46,SNN,EINN,52.701999664,-8.924819946,1,Europe/Dublin
0,E,airport,OurAirports,604,Sligo Airport,Sligo,Ireland,11,SXL,EISG,54.280200958,-8.599209785,1,Europe/Dublin
0,E,airport,OurAirports,605,Waterford Airport,Waterford,Ireland,119,WAT,EIWF,52.187198639,-7.086959839,1,Europe/Dublin
1,E,airport,OurAirports,607,Aarhus Airport,Aarhus,Denmark,82,AAR,EKAH,56.299999237,10.619000435,1,Europe/Copenhagen
1,E,airport,OurAirports,608,Billund Airport,Billund,Denmark,247,BLL,EKBI,55.740299225,9.151780128,1,Europe/Copenhagen
1,E,airport,OurAirports,609,Copenhagen Kastrup Airport,Copenhagen,Denmark,17,CPH,EKCH,55.617900848,12.656000137,1,Europe/Copenhagen
1,E,airport,OurAirports,610,Esbjerg Airport,Esbjerg,Denmark,97,EBJ,EKEB,55.525901794,8.55340004,1,Europe/Copenhagen
1,E,airport,OurAirports,611,Grønholt Hillerød Airport,Gronholt,Denmark,97,\N,EKGH,55.941398621,12.382200241,1,Europe/Copenhagen
1,E,airport,OurAirports,612,Karup Airport,Karup,Denmark,170,KRP,EKKA,56.29750061,9.124629974,1,Europe/Copenhagen
1,E,airport,OurAirports,613,Læsø Airport,Laeso,Denmark,25,\N,EKLS,57.277198792,11.000100136,1,Europe/Copenhagen
1,E,airport,OurAirports,614,Lolland Falster Maribo Airport,Maribo,Denmark,16,\N,EKMB,54.699299,11.4401,1,Europe/Copenhagen
1,E,airport,OurAirports,615,Odense Airport,Odense,Denmark,56,ODE,EKOD,55.476699829,10.330900192,1,Europe/Copenhagen
1,E,airport,OurAirports,616,Kruså-Padborg Airport,Krusa-padborg,Denmark,88,\N,EKPB,54.870300293,9.279009819,1,Europe/Copenhagen
1,E,airport,OurAirports,617,Copenhagen Roskilde Airport,Copenhagen,Denmark,146,RKE,EKRK,55.585601807,12.131400108,1,Europe/Copenhagen
1,E,airport,OurAirports,618,Bornholm Airport,Ronne,Denmark,52,RNN,EKRN,55.063301086,14.759599686,1,Europe/Copenhagen
1,E,airport,OurAirports,619,Sønderborg Airport,Soenderborg,Denmark,24,SGD,EKSB,54.964401245,9.791729927,1,Europe/Copenhagen
1,E,airport,OurAirports,621,Skrydstrup Air Base,Skrydstrup,Denmark,141,SKS,EKSP,55.221048,9.26702,1,Europe/Copenhagen
1,E,airport,OurAirports,622,Skive Airport,Skive,Denmark,74,\N,EKSV,56.550201416,9.172980309,1,Europe/Copenhagen
1,E,airport,OurAirports,623,Thisted Airport,Thisted,Denmark,23,TED,EKTS,57.06880188,8.705220222,1,Europe/Copenhagen
1,E,airport,OurAirports,624,Kolding Vamdrup Airport,Kolding,Denmark,143,\N,EKVD,55.43629837,9.330920219,1,Europe/Copenhagen
0,E,airport,OurAirports,625,Vagar Airport,Vagar,Faroe Islands,280,FAE,EKVG,62.063598633,-7.277219772,1,Atlantic/Faeroe
1,E,airport,OurAirports,626,Vesthimmerlands Flyveplads,Vesthimmerland,Denmark,119,\N,EKVH,56.846901,9.45861,1,Europe/Copenhagen
1,E,airport,OurAirports,627,Stauning Airport,Stauning,Denmark,17,STA,EKVJ,55.990100861,8.353910446,1,Europe/Copenhagen
1,E,airport,OurAirports,628,Aalborg Airport,Aalborg,Denmark,10,AAL,EKYT,57.092758914,9.849243164,1,Europe/Copenhagen
1,E,airport,OurAirports,629,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,1234,LUX,ELLX,49.6233333,6.2044444,1,Europe/Luxembourg
1,E,airport,OurAirports,630,Ålesund Airport,Alesund,Norway,69,AES,ENAL,62.5625,6.119699955,1,Europe/Oslo
1,E,airport,OurAirports,631,Andøya Airport,Andoya,Norway,43,ANX,ENAN,69.292503357,16.144199371,1,Europe/Oslo
1,E,airport,OurAirports,632,Alta Airport,Alta,Norway,9,ALF,ENAT,69.976097107,23.371700287,1,Europe/Oslo
1,E,airport,OurAirports,633,Bømoen Airport,Voss,Norway,300,\N,ENBM,60.638900757,6.50150013,1,Europe/Oslo
1,E,airport,OurAirports,634,Brønnøysund Airport,Bronnoysund,Norway,25,BNN,ENBN,65.461097717,12.217499733,1,Europe/Oslo
1,E,airport,OurAirports,635,Bodø Airport,Bodo,Norway,42,BOO,ENBO,67.269203186,14.365300179,1,Europe/Oslo
1,E,airport,OurAirports,636,Bergen Airport Flesland,Bergen,Norway,170,BGO,ENBR,60.29339981,5.218140125,1,Europe/Oslo
1,E,airport,OurAirports,637,Båtsfjord Airport,Batsfjord,Norway,490,BJF,ENBS,70.600502014,29.691400528,1,Europe/Oslo
1,E,airport,OurAirports,638,Kristiansand Airport,Kristiansand,Norway,57,KRS,ENCN,58.204200745,8.085370064,1,Europe/Oslo
1,E,airport,OurAirports,639,Geilo Airport Dagali,Geilo,Norway,2618,\N,ENDI,60.417301178,8.518349648,1,Europe/Oslo
1,E,airport,OurAirports,640,Bardufoss Airport,Bardufoss,Norway,252,BDU,ENDU,69.055801392,18.540399551,1,Europe/Oslo
1,E,airport,OurAirports,641,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,84,EVE,ENEV,68.49130249,16.678100586,1,Europe/Oslo
1,E,airport,OurAirports,642,Leirin Airport,Fagernes,Norway,2697,VDB,ENFG,61.015598297,9.288060188,1,Europe/Oslo
1,E,airport,OurAirports,643,Florø Airport,Floro,Norway,37,FRO,ENFL,61.583599091,5.024720192,1,Europe/Oslo
1,E,airport,OurAirports,644,Oslo Gardermoen Airport,Oslo,Norway,681,OSL,ENGM,60.193901062,11.100399971,1,Europe/Oslo
1,E,airport,OurAirports,645,Haugesund Airport,Haugesund,Norway,86,HAU,ENHD,59.345298767,5.208360195,1,Europe/Oslo
1,E,airport,OurAirports,646,Hasvik Airport,Hasvik,Norway,21,HAA,ENHK,70.486701965,22.139699936,1,Europe/Oslo
1,E,airport,OurAirports,647,Kristiansund Airport (Kvernberget),Kristiansund,Norway,204,KSU,ENKB,63.111801147,7.824520111,1,Europe/Oslo
1,E,airport,OurAirports,648,Kjeller Airport,Kjeller,Norway,354,\N,ENKJ,59.969299316,11.036100388,1,Europe/Oslo
1,E,airport,OurAirports,649,Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,283,KKN,ENKR,69.725799561,29.891300201,1,Europe/Oslo
1,E,airport,OurAirports,650,Lista Airport,Farsund,Norway,29,FAN,ENLI,58.099498749,6.626049995,1,Europe/Oslo
1,E,airport,OurAirports,651,Molde Airport,Molde,Norway,10,MOL,ENML,62.744701385,7.262499809,1,Europe/Oslo
1,E,airport,OurAirports,652,Mosjøen Airport (Kjærstad),Mosjoen,Norway,237,MJF,ENMS,65.783996582,13.214900017,1,Europe/Oslo
1,E,airport,OurAirports,653,Banak Airport,Lakselv,Norway,25,LKL,ENNA,70.06880188,24.973499298,1,Europe/Oslo
1,E,airport,OurAirports,654,Notodden Airport,Notodden,Norway,63,NTB,ENNO,59.565701,9.21222,1,Europe/Oslo
1,E,airport,OurAirports,655,Ørland Airport,Orland,Norway,28,OLA,ENOL,63.698898315,9.604000092,1,Europe/Oslo
1,E,airport,OurAirports,656,Røros Airport,Roros,Norway,2054,RRS,ENRO,62.578399658,11.342300415,1,Europe/Oslo
1,E,airport,OurAirports,657,Moss-Rygge Airport,Rygge,Norway,174,RYG,ENRY,59.378817,10.785439,1,Europe/Oslo
1,E,airport,OurAirports,658,"Svalbard Airport, Longyear",Svalbard,Norway,88,LYR,ENSB,78.246101379,15.465600014,1,Arctic/Longyearbyen
1,E,airport,OurAirports,659,Skien Airport,Skien,Norway,463,SKE,ENSN,59.185001373,9.566940308,1,Europe/Oslo
1,E,airport,OurAirports,660,Stord Airport,Stord,Norway,160,SRP,ENSO,59.791900635,5.340849876,1,Europe/Oslo
1,E,airport,OurAirports,662,Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,56,SSJ,ENST,65.956802368,12.468899727,1,Europe/Oslo
1,E,airport,OurAirports,663,Tromsø Airport,Tromso,Norway,31,TOS,ENTC,69.683296204,18.918899536,1,Europe/Oslo
1,E,airport,OurAirports,664,"Sandefjord Airport, Torp",Sandefjord,Norway,286,TRF,ENTO,59.186698914,10.258600235,1,Europe/Oslo
1,E,airport,OurAirports,665,Trondheim Airport Værnes,Trondheim,Norway,56,TRD,ENVA,63.4578018,10.9239998,1,Europe/Oslo
1,E,airport,OurAirports,666,Stavanger Airport Sola,Stavanger,Norway,29,SVG,ENZV,58.876701354,5.637780189,1,Europe/Oslo
1,E,airport,OurAirports,667,Babice Airport,Warsaw,Poland,352,\N,EPBC,52.268501282,20.910999298,1,Europe/Warsaw
1,E,airport,OurAirports,668,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,489,GDN,EPGD,54.377601624,18.466199875,1,Europe/Warsaw
1,E,airport,OurAirports,669,John Paul II International Airport Kraków-Balice Airport,Krakow,Poland,791,KRK,EPKK,50.077701569,19.784799576,1,Europe/Warsaw
1,E,airport,OurAirports,670,Muchowiec Airport,Katowice,Poland,909,\N,EPKM,50.238098145,19.034200668,1,Europe/Warsaw
1,E,airport,OurAirports,671,Katowice International Airport,Katowice,Poland,995,KTW,EPKT,50.4743,19.08,1,Europe/Warsaw
1,E,airport,OurAirports,673,Mielec Airport,Mielec,Poland,548,\N,EPML,50.322299957,21.462099075,1,Europe/Warsaw
1,E,airport,OurAirports,674,Poznań-Ławica Airport,Poznan,Poland,308,POZ,EPPO,52.421001434,16.826299667,1,Europe/Warsaw
1,E,airport,OurAirports,675,Rzeszów-Jasionka Airport,Rzeszow,Poland,675,RZE,EPRZ,50.11000061,22.0189991,1,Europe/Warsaw
1,E,airport,OurAirports,676,Szczecin-Goleniów \Solidarność\ Airport,Szczecin,Poland,154,SZZ,EPSC,53.584701538,14.902199745,1,Europe/Warsaw
1,E,airport,OurAirports,677,Redzikowo Air Base,Slupsk,Poland,217,OSP,EPSK,54.478900909,17.107500076,1,Europe/Warsaw
1,E,airport,OurAirports,678,Swidwin Military Air Base,Shapaja,Poland,385,\N,EPSN,53.790599823,15.826299667,1,Europe/Warsaw
1,E,airport,OurAirports,679,Warsaw Chopin Airport,Warsaw,Poland,362,WAW,EPWA,52.165699005,20.967100143,1,Europe/Warsaw
1,E,airport,OurAirports,680,Copernicus Wrocław Airport,Wroclaw,Poland,404,WRO,EPWR,51.10269928,16.885799408,1,Europe/Warsaw
1,E,airport,OurAirports,681,Zielona Góra-Babimost Airport,Zielona Gora,Poland,194,IEG,EPZG,52.138500214,15.798600197,1,Europe/Warsaw
1,E,airport,OurAirports,682,Malmen Air Base,Linkoeping,Sweden,308,\N,ESCF,58.402301788,15.525699615,1,Europe/Stockholm
1,E,airport,OurAirports,683,Bråvalla Air Base,Norrkoeping,Sweden,90,\N,ESCK,58.610900879,16.103599548,1,Europe/Stockholm
1,E,airport,OurAirports,684,Uppsala Airport,Uppsala,Sweden,68,\N,ESCM,59.89730072,17.588600159,1,Europe/Stockholm
1,E,airport,OurAirports,685,Ronneby Airport,Ronneby,Sweden,191,RNB,ESDF,56.266700745,15.265000343,1,Europe/Stockholm
1,E,airport,OurAirports,686,Råda Air Base,Rada,Sweden,230,\N,ESFR,58.498100281,13.053199768,1,Europe/Stockholm
1,E,airport,OurAirports,687,Gothenburg-Landvetter Airport,Gothenborg,Sweden,506,GOT,ESGG,57.662799835,12.279800415,1,Europe/Stockholm
1,E,airport,OurAirports,688,Jönköping Airport,Joenkoeping,Sweden,741,JKG,ESGJ,57.757598877,14.068699837,1,Europe/Stockholm
1,E,airport,OurAirports,689,Falköping Airport,Falkoping,Sweden,785,\N,ESGK,58.169799805,13.587800026,1,Europe/Stockholm
1,E,airport,OurAirports,690,Lidköping-Hovby Airport,Lidkoping,Sweden,200,LDK,ESGL,58.465499878,13.17440033,1,Europe/Stockholm
1,E,airport,OurAirports,691,Gothenburg City Airport,Gothenborg,Sweden,59,GSE,ESGP,57.774700165,11.870400429,1,Europe/Stockholm
1,E,airport,OurAirports,692,Skövde Airport,Skovde,Sweden,324,KVB,ESGR,58.456401825,13.972700119,1,Europe/Stockholm
1,E,airport,OurAirports,693,Trollhättan-Vänersborg Airport,Trollhattan,Sweden,137,THN,ESGT,58.318099976,12.345000267,1,Europe/Stockholm
1,E,airport,OurAirports,694,Karlsborg Air Base,Karlsborg,Sweden,308,\N,ESIA,58.513801575,14.507100105,1,Europe/Stockholm
1,E,airport,OurAirports,695,Såtenäs Air Base,Satenas,Sweden,181,\N,ESIB,58.426399231,12.714400291,1,Europe/Stockholm
1,E,airport,OurAirports,696,Barkarby Airport,Stockholm,Sweden,50,\N,ESKB,59.414474364,17.882137299,1,Europe/Stockholm
1,E,airport,OurAirports,697,Karlskoga Airport,Karlskoga,Sweden,400,KSK,ESKK,59.345901489,14.495900154,1,Europe/Stockholm
1,E,airport,OurAirports,698,Mora Airport,Mora,Sweden,634,MXX,ESKM,60.957901001,14.511400223,1,Europe/Stockholm
1,E,airport,OurAirports,699,Stockholm Skavsta Airport,Stockholm,Sweden,140,NYO,ESKN,58.788600922,16.912200928,1,Europe/Stockholm
1,E,airport,OurAirports,700,Arvika Airport,Arvika,Sweden,237,\N,ESKV,59.675899506,12.639399529,1,Europe/Stockholm
1,E,airport,OurAirports,701,Emmaboda Airfield,Emmaboda,Sweden,442,\N,ESMA,56.610802,15.6048,1,Europe/Stockholm
1,E,airport,OurAirports,702,Feringe Airport,Ljungby,Sweden,538,\N,ESMG,56.950298309,13.921699524,1,Europe/Stockholm
1,E,airport,OurAirports,703,Kristianstad Airport,Kristianstad,Sweden,76,KID,ESMK,55.921699524,14.085499763,1,Europe/Stockholm
1,E,airport,OurAirports,704,Landskrona Airport,Landskrona,Sweden,194,JLD,ESML,55.945999146,12.869999886,1,Europe/Stockholm
1,E,airport,OurAirports,705,Oskarshamn Airport,Oskarshamn,Sweden,96,OSK,ESMO,57.350498199,16.497999191,1,Europe/Stockholm
1,E,airport,OurAirports,706,Anderstorp Airport,Anderstorp,Sweden,507,\N,ESMP,57.264198303,13.599399567,1,Europe/Stockholm
1,E,airport,OurAirports,707,Kalmar Airport,Kalkmar,Sweden,17,KLR,ESMQ,56.685501099,16.287599564,1,Europe/Stockholm
1,E,airport,OurAirports,708,Malmö Sturup Airport,Malmoe,Sweden,236,MMX,ESMS,55.536305364,13.376197815,1,Europe/Stockholm
1,E,airport,OurAirports,709,Halmstad Airport,Halmstad,Sweden,101,HAD,ESMT,56.691101074,12.820199966,1,Europe/Stockholm
1,E,airport,OurAirports,710,Hagshult Airport,Hagshult,Sweden,556,\N,ESMV,57.292198181,14.137200356,1,Europe/Stockholm
1,E,airport,OurAirports,711,Växjö Kronoberg Airport,Vaxjo,Sweden,610,VXO,ESMX,56.929100037,14.727999687,1,Europe/Stockholm
1,E,airport,OurAirports,712,Hallviken Airport,Hallviken,Sweden,1119,\N,ESNA,63.738300323,15.458299637,1,Europe/Stockholm
1,E,airport,OurAirports,713,Hedlanda Airport,Hede,Sweden,1460,\N,ESNC,62.408901215,13.747200012,1,Europe/Stockholm
1,E,airport,OurAirports,714,Sveg Airport,Sveg,Sweden,1178,EVG,ESND,62.047798157,14.4229002,1,Europe/Stockholm
1,E,airport,OurAirports,715,Gällivare Airport,Gallivare,Sweden,1027,GEV,ESNG,67.132400513,20.814599991,1,Europe/Stockholm
1,E,airport,OurAirports,716,Hudiksvall Airport,Hudiksvall,Sweden,95,HUV,ESNH,61.768100739,17.080699921,1,Europe/Stockholm
1,E,airport,OurAirports,717,Jokkmokk Airport,Jokkmokk,Sweden,904,\N,ESNJ,66.496200562,20.147199631,1,Europe/Stockholm
